STA,Precip,MaxTemp,MinTemp,MeanTemp,Snowfall,YR,MO,DA,PRCP,MAX,MIN,MEA
10001,0,30.55555556,22.77777778,26.66666667,0,42,12,18,0,87,73,80
10001,0,31.11111111,21.66666667,26.66666667,0,42,12,19,0,88,71,80
10001,0,31.11111111,22.77777778,26.66666667,0,42,12,20,0,88,73,80
10001,0.508,33.88888889,18.88888889,26.66666667,0,42,12,21,0.02,93,66,80
10001,0,31.11111111,18.88888889,25.0,0,42,12,22,0,88,66,77
10001,0,32.22222222,21.66666667,26.66666667,0,42,12,23,0,90,71,80
10001,0,32.22222222,22.22222222,27.22222222,0,42,12,24,0,90,72,81
10001,0,32.22222222,18.88888889,25.55555556,0,42,12,25,0,90,66,78
10001,0,32.22222222,21.11111111,26.66666667,0,42,12,26,0,90,70,80
10001,0,32.77777778,17.22222222,25.0,0,42,12,27,0,91,63,77
10001,0,30.55555556,16.11111111,23.33333333,0,42,12,28,0,87,61,74
10001,0,32.22222222,16.66666667,24.44444444,0,42,12,29,0,90,62,76
10001,0,32.22222222,18.33333333,25.55555556,0,42,12,30,0,90,65,78
10001,0,31.11111111,22.22222222,26.66666667,0,42,12,31,0,88,72,80
10001,0,31.11111111,21.11111111,26.11111111,0,43,1,1,0,88,70,79
10001,12.192,30.55555556,23.33333333,26.66666667,0,43,1,2,0.48,87,74,80
10001,0,29.44444444,21.11111111,25.55555556,0,43,1,3,0,85,70,78
10001,0,30.0,21.11111111,25.55555556,0,43,1,4,0,86,70,78
10001,0,30.55555556,20.0,25.55555556,0,43,1,5,0,87,68,78
10001,0,31.66666667,21.11111111,26.66666667,0,43,1,6,0,89,70,80
10001,0,32.22222222,20.55555556,26.66666667,0,43,1,7,0,90,69,80
10001,0,31.66666667,22.22222222,26.66666667,0,43,1,8,0,89,72,80
10001,0,30.55555556,23.33333333,26.66666667,0,43,1,9,0,87,74,80
10001,0,33.33333333,21.66666667,27.77777778,0,43,1,10,0,92,71,82
10001,0,30.55555556,21.66666667,26.11111111,0,43,1,11,0,87,71,79
10001,0,31.11111111,19.44444444,25.55555556,0,43,1,12,0,88,67,78
10001,0,31.66666667,21.66666667,26.66666667,0,43,1,13,0,89,71,80
10001,0,32.77777778,22.22222222,27.77777778,0,43,1,14,0,91,72,82
10001,0,31.11111111,23.33333333,27.22222222,0,43,1,15,0,88,74,81
10001,0,31.66666667,23.33333333,27.77777778,0,43,1,16,0,89,74,82
10001,0,31.11111111,22.22222222,26.66666667,0,43,1,17,0,88,72,80
10001,0,32.22222222,22.77777778,27.77777778,0,43,1,18,0,90,73,82
10001,0,31.66666667,23.33333333,27.77777778,0,43,1,19,0,89,74,82
10001,0,33.33333333,22.77777778,27.77777778,0,43,1,20,0,92,73,82
10001,0,32.22222222,24.44444444,28.33333333,0,43,1,21,0,90,76,83
10001,0,31.66666667,22.22222222,26.66666667,0,43,1,22,0,89,72,80
10001,0,30.55555556,23.33333333,26.66666667,0,43,1,23,0,87,74,80
10001,2.794,31.11111111,22.77777778,26.66666667,0,43,1,24,0.11,88,73,80
10001,3.556,29.44444444,21.66666667,25.55555556,0,43,1,25,0.14,85,71,78
10001,0,30.0,20.0,25.0,0,43,1,26,0,86,68,77
10001,0,31.11111111,22.77777778,26.66666667,0,43,1,27,0,88,73,80
10001,0,31.11111111,22.77777778,26.66666667,0,43,1,28,0,88,73,80
10001,0,31.66666667,23.88888889,27.77777778,0,43,1,29,0,89,75,82
10001,0,31.11111111,22.22222222,26.66666667,0,43,1,30,0,88,72,80
10001,0,29.44444444,23.33333333,26.66666667,0,43,1,31,0,85,74,80
10001,0,31.11111111,21.66666667,26.66666667,0,43,2,1,0,88,71,80
10001,0,30.55555556,22.22222222,26.66666667,0,43,2,2,0,87,72,80
10001,0,31.11111111,22.22222222,26.66666667,0,43,2,3,0,88,72,80
10001,0,32.77777778,22.22222222,27.77777778,0,43,2,4,0,91,72,82
10001,0,31.11111111,23.33333333,27.22222222,0,43,2,5,0,88,74,81
10001,0,31.66666667,23.33333333,27.77777778,0,43,2,6,0,89,74,82
10001,0,34.44444444,22.77777778,28.88888889,0,43,2,7,0,94,73,84
10001,0,32.77777778,21.11111111,26.66666667,0,43,2,8,0,91,70,80
10001,0,34.44444444,24.44444444,29.44444444,0,43,2,9,0,94,76,85
10001,0,32.77777778,23.88888889,28.33333333,0,43,2,10,0,91,75,83
10001,0,32.77777778,23.88888889,28.33333333,0,43,2,11,0,91,75,83
10001,0,30.55555556,24.44444444,27.22222222,0,43,2,12,0,87,76,81
10001,0,31.11111111,23.88888889,27.22222222,0,43,2,13,0,88,75,81
10001,0,31.11111111,24.44444444,27.77777778,0,43,2,14,0,88,76,82
10001,0,32.22222222,25.0,28.33333333,0,43,2,15,0,90,77,83
10001,33.274,31.66666667,22.22222222,26.66666667,0,43,2,16,1.31,89,72,80
10001,0,28.33333333,22.22222222,25.55555556,0,43,2,17,0,83,72,78
10001,0,31.11111111,22.77777778,26.66666667,0,43,2,18,0,88,73,80
10001,0,31.11111111,22.77777778,26.66666667,0,43,2,19,0,88,73,80
10001,0,32.22222222,22.77777778,27.77777778,0,43,2,20,0,90,73,82
10001,0.762,31.66666667,20.0,25.55555556,0,43,2,21,0.03,89,68,78
10001,0,31.11111111,22.22222222,26.66666667,0,43,2,22,0,88,72,80
10001,0,31.11111111,23.33333333,27.22222222,0,43,2,23,0,88,74,81
10001,0,31.11111111,23.33333333,27.22222222,0,43,2,24,0,88,74,81
10001,0,31.11111111,22.77777778,26.66666667,0,43,2,25,0,88,73,80
10001,0,31.66666667,21.66666667,26.66666667,0,43,2,26,0,89,71,80
10001,0,31.11111111,22.77777778,26.66666667,0,43,2,27,0,88,73,80
10001,0,31.66666667,23.33333333,27.77777778,0,43,2,28,0,89,74,82
10001,0,31.66666667,23.33333333,27.77777778,0,43,3,1,0,89,74,82
10001,0,32.77777778,23.33333333,27.77777778,0,43,3,2,0,91,74,82
10001,0,32.22222222,23.33333333,27.77777778,0,43,3,3,0,90,74,82
10001,0,32.22222222,23.88888889,27.77777778,0,43,3,4,0,90,75,82
10001,0,31.66666667,24.44444444,27.77777778,0,43,3,5,0,89,76,82
10001,0,32.22222222,23.88888889,27.77777778,0,43,3,6,0,90,75,82
10001,0,32.22222222,23.88888889,27.77777778,0,43,3,7,0,90,75,82
10001,0,32.22222222,23.33333333,27.77777778,0,43,3,8,0,90,74,82
10001,T,31.66666667,23.88888889,27.77777778,0,43,3,9,T,89,75,82
10001,0,32.22222222,23.88888889,27.77777778,0,43,3,10,0,90,75,82
10001,T,32.22222222,24.44444444,28.33333333,0,43,3,11,T,90,76,83
10001,19.304,31.66666667,23.33333333,27.77777778,0,43,3,12,0.76,89,74,82
10001,0,28.88888889,21.66666667,25.55555556,0,43,3,13,0,84,71,78
10001,0,32.22222222,22.22222222,27.22222222,0,43,3,14,0,90,72,81
10001,47.752,35.0,23.33333333,28.88888889,0,43,3,15,1.88,95,74,84
10001,0,30.55555556,22.22222222,26.66666667,0,43,3,16,0,87,72,80
10001,0,32.22222222,22.22222222,27.22222222,0,43,3,17,0,90,72,81
10001,0,31.11111111,22.77777778,26.66666667,0,43,3,18,0,88,73,80
10001,0.762,28.33333333,23.33333333,25.55555556,0,43,3,19,0.03,83,74,78
10001,0,31.11111111,21.11111111,26.11111111,0,43,3,20,0,88,70,79
10001,0,30.55555556,20.55555556,25.55555556,0,43,3,21,0,87,69,78
10001,0.508,30.55555556,21.11111111,25.55555556,0,43,3,22,0.02,87,70,78
10001,0,30.55555556,22.22222222,26.66666667,0,43,3,23,0,87,72,80
10001,6.35,30.55555556,21.66666667,26.11111111,0,43,3,24,0.25,87,71,79
10001,3.556,29.44444444,20.55555556,25.0,0,43,3,25,0.14,85,69,77
10001,0,30.0,21.66666667,25.55555556,0,43,3,26,0,86,71,78
10001,0,30.0,21.66666667,25.55555556,0,43,3,27,0,86,71,78
10001,0,31.66666667,22.22222222,27.22222222,0,43,3,28,0,89,72,81
10001,0,31.66666667,21.66666667,26.66666667,0,43,3,29,0,89,71,80
10001,3.048,34.44444444,21.66666667,27.77777778,0,43,3,30,0.12,94,71,82
10001,0,31.66666667,21.66666667,26.66666667,0,43,3,31,0,89,71,80
10001,0,30.55555556,21.66666667,26.11111111,0,43,4,1,0,87,71,79
10001,0.762,30.0,21.66666667,26.11111111,0,43,4,2,0.03,86,71,79
10001,T,31.11111111,22.22222222,26.66666667,0,43,4,3,T,88,72,80
10001,0,31.66666667,22.22222222,26.66666667,0,43,4,4,0,89,72,80
10001,0,32.22222222,22.22222222,27.22222222,0,43,4,5,0,90,72,81
10001,T,30.55555556,21.11111111,26.11111111,0,43,4,6,T,87,70,79
10001,8.382,27.77777778,22.22222222,25.0,0,43,4,7,0.33,82,72,77
10001,0,31.11111111,20.55555556,26.11111111,0,43,4,8,0,88,69,79
10001,0,31.11111111,22.77777778,26.66666667,0,43,4,9,0,88,73,80
10001,0,31.11111111,23.33333333,27.22222222,0,43,4,10,0,88,74,81
10001,0,32.22222222,23.88888889,27.77777778,0,43,4,11,0,90,75,82
10001,10.16,32.22222222,22.22222222,27.22222222,0,43,4,12,0.4,90,72,81
10001,T,31.11111111,24.44444444,27.77777778,0,43,4,13,T,88,76,82
10001,27.178,31.11111111,23.33333333,27.22222222,0,43,4,14,1.07,88,74,81
10001,30.48,30.0,21.66666667,25.55555556,0,43,4,15,1.2,86,71,78
10001,0,31.66666667,23.33333333,27.22222222,0,43,4,16,0,89,74,81
10001,0,30.55555556,23.88888889,27.22222222,0,43,4,17,0,87,75,81
10001,T,31.11111111,23.88888889,27.22222222,0,43,4,18,T,88,75,81
10001,0,31.66666667,23.88888889,27.77777778,0,43,4,19,0,89,75,82
10001,0,31.66666667,22.77777778,27.22222222,0,43,4,20,0,89,73,81
10001,T,31.11111111,23.33333333,27.22222222,0,43,4,21,T,88,74,81
10001,0,31.11111111,23.33333333,27.22222222,0,43,4,22,0,88,74,81
10001,0,31.66666667,25.55555556,28.33333333,0,43,4,23,0,89,78,83
10001,0,32.77777778,22.77777778,27.77777778,0,43,4,24,0,91,73,82
10001,0,31.66666667,24.44444444,27.77777778,0,43,4,25,0,89,76,82
10001,4.064,30.0,22.77777778,26.11111111,0,43,4,26,0.16,86,73,79
10001,0,31.66666667,23.33333333,27.22222222,0,43,4,27,0,89,74,81
10001,0,31.11111111,24.44444444,27.77777778,0,43,4,28,0,88,76,82
10001,0,31.11111111,24.44444444,27.77777778,0,43,4,29,0,88,76,82
10001,0,32.22222222,23.88888889,27.77777778,0,43,4,30,0,90,75,82
10001,3.556,30.0,20.0,25.0,0,43,5,1,0.14,86,68,77
10001,45.212,30.0,21.11111111,25.55555556,0,43,5,2,1.78,86,70,78
10001,0,30.0,22.22222222,26.11111111,0,43,5,3,0,86,72,79
10001,0,31.66666667,20.55555556,26.11111111,0,43,5,4,0,89,69,79
10001,0.254,31.66666667,22.22222222,26.66666667,0,43,5,5,0.01,89,72,80
10001,0,31.66666667,22.77777778,27.22222222,0,43,5,6,0,89,73,81
10001,0,31.66666667,23.33333333,27.22222222,0,43,5,7,0,89,74,81
10001,0,32.22222222,23.33333333,27.77777778,0,43,5,8,0,90,74,82
10001,0,32.22222222,24.44444444,28.33333333,0,43,5,9,0,90,76,83
10001,0,30.55555556,22.22222222,26.11111111,0,43,5,10,0,87,72,79
10001,0,30.0,22.77777778,26.11111111,0,43,5,11,0,86,73,79
10001,10.668,31.11111111,22.77777778,26.66666667,0,43,5,12,0.42,88,73,80
10001,T,30.0,22.77777778,26.11111111,0,43,5,13,T,86,73,79
10001,0,32.77777778,22.22222222,24.44444444,0,43,5,14,0,91,72,76
10001,0.508,32.77777778,22.22222222,27.22222222,0,43,5,15,0.02,91,72,81
10001,T,30.0,21.66666667,25.55555556,0,43,5,16,T,86,71,78
10001,T,33.33333333,22.77777778,27.77777778,0,43,5,17,T,92,73,82
10001,T,31.66666667,23.33333333,27.22222222,0,43,5,18,T,89,74,81
10001,T,29.44444444,22.22222222,25.55555556,0,43,5,19,T,85,72,78
10001,0,30.55555556,23.33333333,26.66666667,0,43,5,20,0,87,74,80
10001,0,31.11111111,22.77777778,26.66666667,0,43,5,21,0,88,73,80
10001,2.794,30.55555556,20.55555556,25.55555556,0,43,5,22,0.11,87,69,78
10001,15.494,28.88888889,22.77777778,25.55555556,0,43,5,23,0.61,84,73,78
10001,57.658,27.77777778,22.22222222,25.0,0,43,5,24,2.27,82,72,77
10001,0.254,28.88888889,22.22222222,25.55555556,0,43,5,25,0.01,84,72,78
10001,0,30.0,21.66666667,25.55555556,0,43,5,26,0,86,71,78
10001,0,28.88888889,22.22222222,25.55555556,0,43,5,27,0,84,72,78
10001,0.254,29.44444444,22.77777778,26.11111111,0,43,5,28,0.01,85,73,79
10001,58.166,26.66666667,21.11111111,23.88888889,0,43,5,29,2.29,80,70,75
10001,T,30.0,20.0,25.0,0,43,5,30,T,86,68,77
10001,0.762,29.44444444,22.22222222,25.55555556,0,43,5,31,0.03,85,72,78
10001,0,30.55555556,22.77777778,26.66666667,0,43,6,1,0,87,73,80
10001,0,31.11111111,22.77777778,26.66666667,0,43,6,2,0,88,73,80
10001,0,31.11111111,22.77777778,26.66666667,0,43,6,3,0,88,73,80
10001,11.43,25.0,20.0,22.77777778,0,43,6,4,0.45,77,68,73
10001,0,30.55555556,20.55555556,25.55555556,0,43,6,5,0,87,69,78
10001,T,29.44444444,22.77777778,23.33333333,0,43,6,6,T,85,73,74
10001,T,31.11111111,22.77777778,27.22222222,0,43,6,7,T,88,73,81
10001,31.242,28.88888889,22.77777778,26.11111111,0,43,6,8,1.23,84,73,79
10001,17.78,27.22222222,23.88888889,25.55555556,0,43,6,9,0.7,81,75,78
10001,26.924,27.77777778,21.66666667,25.0,0,43,6,10,1.06,82,71,77
10001,1.016,29.44444444,21.66666667,25.55555556,0,43,6,11,0.04,85,71,78
10001,0,30.55555556,21.11111111,26.11111111,0,43,6,12,0,87,70,79
10001,T,30.0,22.77777778,26.66666667,0,43,6,13,T,86,73,80
10001,2.54,28.88888889,22.22222222,25.55555556,0,43,6,14,0.1,84,72,78
10001,26.67,27.22222222,21.66666667,24.44444444,0,43,6,15,1.05,81,71,76
10001,6.604,25.55555556,21.66666667,23.88888889,0,43,6,16,0.26,78,71,75
